StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
20754,RETROSPOT RED WASHING UP GLOVES,3088.86,1457,2010-12-01 12:43:00,2011-11-20 14:43:00,181,304,2.1200137268359645,19,181,0
20755,BLUE PAISLEY POCKET BOOK,271.16999999999996,306,2010-12-01 17:35:00,2011-12-07 12:26:00,52,62,0.8861764705882351,3,52,0
20756,GREEN FERN POCKET BOOK,53.55,63,2011-01-20 14:13:00,2011-11-22 15:45:00,20,22,0.85,17,20,0
20757,RED DAISY POCKET BOOK ,136.64,158,2010-12-02 14:09:00,2011-11-27 12:13:00,31,33,0.8648101265822784,13,31,0
20758,ABSTRACT CIRCLES POCKET BOOK,135.15,159,2010-12-09 14:19:00,2011-12-07 13:53:00,37,42,0.8500000000000001,2,37,0
20759,CHRYSANTHEMUM POCKET BOOK ,54.4,64,2010-12-02 14:09:00,2011-12-07 13:53:00,19,20,0.85,2,19,0
20760,GARDEN PATH POCKET BOOK,58.65,69,2010-12-02 14:09:00,2011-11-24 14:09:00,19,21,0.85,15,19,0
20761,BLUE PAISLEY SKETCHBOOK,505.97,120,2010-12-01 17:06:00,2011-12-07 12:21:00,55,63,4.2164166666666665,3,55,0
20762,GREEN FERN SKETCHBOOK ,420.08,106,2010-12-06 10:08:00,2011-12-06 12:56:00,49,56,3.963018867924528,3,49,0
20763,DAISY SKETCHBOOK ,205.04,73,2010-12-07 15:28:00,2011-12-06 12:15:00,26,27,2.808767123287671,4,26,0
20764,ABSTRACT CIRCLES SKETCHBOOK ,603.3100000000001,142,2010-12-05 13:00:00,2011-12-08 09:20:00,64,76,4.248661971830987,2,64,0
20765,CHRYSANTHEMUM SKETCHBOOK ,416.05,102,2010-12-01 17:24:00,2011-12-05 17:17:00,51,59,4.078921568627451,4,51,0
20766,GARDEN PATH SKETCHBOOK,493.57,122,2010-12-02 15:46:00,2011-12-04 15:00:00,49,57,4.045655737704918,5,49,0
20767,BLUE PAISLEY JOURNAL ,656.06,250,2010-12-03 11:19:00,2011-12-06 14:35:00,70,79,2.62424,3,70,0
20768,GREEN FERN JOURNAL ,438.57,176,2010-12-01 16:57:00,2011-12-06 15:43:00,47,55,2.491875,3,47,0
20769,DAISY JOURNAL ,217.55999999999997,80,2010-12-06 12:06:00,2011-12-06 15:43:00,29,34,2.7194999999999996,3,29,0
20770,ABSTRACT CIRCLE JOURNAL ,447.25,184,2010-12-01 14:32:00,2011-11-27 11:47:00,60,72,2.4307065217391304,13,60,0
20771,CHRYSANTHEMUM  JOURNAL,267.13,102,2010-12-05 16:41:00,2011-12-06 12:56:00,35,40,2.6189215686274507,3,35,0
20772,GARDEN PATH JOURNAL,621.1899999999999,247,2010-12-01 12:43:00,2011-12-08 19:28:00,53,65,2.5149392712550607,1,53,0
20773,BLUE PAISLEY NOTEBOOK,92.39999999999999,56,2010-12-01 12:15:00,2011-09-12 13:43:00,22,23,1.65,88,22,0
20774,GREEN FERN NOTEBOOK,141.23999999999998,86,2010-12-01 12:15:00,2011-10-04 16:33:00,36,44,1.6423255813953486,66,36,0
20775,DAISY NOTEBOOK ,233.54,134,2010-12-06 12:44:00,2011-12-05 17:24:00,48,63,1.7428358208955224,4,48,0
20777,CHRYSANTHEMUM NOTEBOOK,282.48999999999995,169,2010-12-01 12:15:00,2011-12-09 10:03:00,60,80,1.6715384615384612,1,60,0
20778,GARDEN PATH NOTEBOOK ,24.75,15,2010-12-09 14:19:00,2011-04-26 13:22:00,7,8,1.65,227,7,1
20780,BLACK EAR MUFF HEADPHONES,312.7,47,2010-12-01 16:57:00,2011-12-08 16:30:00,24,28,6.653191489361702,1,24,0
20781,GOLD EAR MUFF HEADPHONES,212.26,35,2010-12-06 08:34:00,2011-12-07 14:12:00,24,25,6.064571428571428,2,24,0
20782,CAMOUFLAGE EAR MUFF HEADPHONES,368.08,53,2010-12-06 09:58:00,2011-12-09 10:03:00,24,27,6.9449056603773585,1,24,0
20785,FUSCHIA RETRO BAR STOOL,523.3000000000001,14,2011-01-05 15:56:00,2011-04-06 12:08:00,5,5,37.37857142857143,248,5,1
20793,BLUE TILED TRAY,54.0,8,2010-12-12 12:01:00,2011-09-08 10:35:00,4,4,6.75,93,4,0
20794,BLUE  TILE HOOK,282.78999999999996,99,2010-12-07 18:36:00,2011-12-06 16:26:00,27,27,2.856464646464646,3,27,0
20795,LARGE BLUE PROVENCAL CERAMIC BALL,113.05000000000001,49,2011-01-18 15:19:00,2011-12-05 17:24:00,11,11,2.3071428571428574,4,11,0
20796,SMALL BLUE PROVENCAL CERAMIC BALL,103.93999999999998,62,2011-03-01 17:32:00,2011-11-10 12:01:00,9,9,1.6764516129032256,30,9,0
20798,CLEAR MILKSHAKE GLASS,75.60000000000001,36,2010-12-02 12:28:00,2011-01-25 13:38:00,5,5,2.1,318,5,1
20801,LARGE PINK GLASS SUNDAE DISH,1157.8,1013,2010-12-07 15:28:00,2011-05-25 16:08:00,52,81,1.1429417571569596,198,52,1
20802,SMALL GLASS SUNDAE DISH CLEAR,984.4699999999999,739,2010-12-06 08:34:00,2011-11-28 10:31:00,56,63,1.3321650879566982,12,56,0
20803,SMALL PINK GLASS SUNDAE DISH,476.38,939,2010-12-06 10:08:00,2011-05-01 13:45:00,31,40,0.5073269435569755,222,31,1
20816,GOLD FLOWER CUSHION COVER ,15.6,8,2011-04-28 13:17:00,2011-04-28 19:53:00,1,2,1.95,225,1,1
20818,GOLD TEDDY BEAR,42.7,15,2010-12-13 11:21:00,2011-05-04 13:36:00,5,5,2.8466666666666667,219,5,1
20819,SILVER TEDDY BEAR,244.72,64,2010-12-06 15:13:00,2011-11-30 11:17:00,24,27,3.82375,10,24,0
20820,SILVER LOOKING MIRROR,24.75,5,2010-12-01 11:21:00,2011-03-01 17:28:00,2,2,4.95,283,2,1
20821,GOLDIE LOOKING MIRROR,84.15,17,2011-03-30 12:04:00,2011-11-23 15:53:00,6,6,4.95,16,6,0
20823,GOLD WINE GOBLET,129.56,164,2011-04-19 14:49:00,2011-06-09 14:23:00,6,8,0.79,183,6,1
20826,SILVER APERITIF GLASS,128.4,276,2010-12-13 15:12:00,2011-05-18 11:08:00,8,8,0.46521739130434786,206,8,1
20827,GOLD APERITIF GLASS,34.32,88,2011-04-19 14:49:00,2011-04-21 12:34:00,2,2,0.39,233,2,1
20828,GLITTER BUTTERFLY CLIPS,3074.7799999999997,1128,2010-12-02 13:32:00,2011-12-08 09:28:00,162,241,2.725868794326241,2,162,0
20829,GLITTER HANGING BUTTERFLY STRING,2722.9500000000003,1314,2010-12-03 17:20:00,2011-12-08 16:30:00,142,194,2.072260273972603,1,142,0
20830,SILVER PHOTO FRAME,409.83,136,2010-12-12 10:48:00,2011-10-02 15:33:00,32,37,3.013455882352941,68,32,0
20831,GOLD PHOTO FRAME,466.53000000000003,216,2010-12-12 10:48:00,2011-12-09 10:20:00,34,39,2.1598611111111112,1,34,0
20832,RED FLOCK LOVE HEART PHOTO FRAME,572.67,1067,2010-12-02 12:16:00,2011-12-09 12:25:00,64,82,0.5367104029990628,1,64,0
20835,FRENCH LATTICE CUSHION COVER ,65.8,67,2010-12-01 14:32:00,2011-11-10 15:23:00,8,8,0.9820895522388059,29,8,0
20836,FRENCH PAISLEY CUSHION COVER,141.1,170,2011-05-03 10:43:00,2011-11-24 11:52:00,16,17,0.83,16,16,0
20837,FRENCH FLORAL CUSHION COVER ,142.47,141,2011-02-17 14:51:00,2011-11-20 11:06:00,13,15,1.0104255319148936,20,13,0
20838,FRENCH LATTICE CUSHION COVER ,461.45,385,2011-04-27 17:23:00,2011-12-05 17:28:00,49,57,1.1985714285714286,4,49,0
20839,FRENCH PAISLEY CUSHION COVER ,840.4399999999999,575,2010-12-01 14:32:00,2011-12-08 16:30:00,78,105,1.4616347826086955,1,78,0
20840,FRENCH FLORAL CUSHION COVER ,632.3199999999999,533,2010-12-01 14:32:00,2011-12-08 16:30:00,59,74,1.186341463414634,1,59,0
20845,ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,19,2011-01-18 13:05:00,2011-08-16 13:13:00,10,11,6.35,115,10,0
20846,ZINC HEART LATTICE T-LIGHT HOLDER,957.32,716,2010-12-01 17:06:00,2011-12-07 09:22:00,69,88,1.3370391061452516,3,69,0
20847,ZINC HEART LATTICE CHARGER LARGE,217.57999999999998,52,2010-12-06 09:58:00,2011-11-25 11:54:00,17,18,4.184230769230769,15,17,0
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,21,2010-12-13 15:12:00,2011-11-06 14:45:00,8,8,2.95,33,8,0
20851,ZINC HEART LATTICE TRAY OVAL ,53.550000000000004,9,2011-01-30 13:48:00,2011-04-27 16:54:00,7,7,5.95,226,7,1
20854,BLUE PATCH PURSE PINK HEART,383.02,242,2010-12-01 14:32:00,2011-02-20 12:01:00,28,41,1.5827272727272728,293,28,1
20856,DENIM PATCH PURSE PINK BUTTERFLY,357.28999999999996,216,2010-12-01 14:32:00,2011-08-09 14:18:00,51,61,1.6541203703703702,122,51,0
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,2010-12-07 10:06:00,2011-02-17 13:28:00,8,8,1.65,295,8,1
20860,GOLD COSMETICS BAG WITH BUTTERFLY,2.1,1,2010-12-13 16:46:00,2010-12-13 16:46:00,1,1,2.1,361,1,1
20861,GOLD COSMETIC BAG PINK STAR,4.2,2,2010-12-06 12:55:00,2010-12-10 11:24:00,2,2,2.1,365,2,1
20866,BLUE ROSE FABRIC MIRROR,709.7,597,2010-12-01 12:23:00,2011-12-08 16:30:00,64,90,1.1887772194304858,1,64,0
20867,PINK ROSE FABRIC MIRROR,393.46999999999997,331,2010-12-01 13:51:00,2011-12-06 12:21:00,48,62,1.1887311178247733,4,48,0
20868,SILVER FABRIC MIRROR,219.35000000000002,458,2010-12-10 11:12:00,2011-12-08 19:24:00,36,46,0.4789301310043669,1,36,0
20869,GOLD FABRIC MIRROR,86.76,180,2010-12-17 14:54:00,2011-12-08 19:24:00,27,29,0.48200000000000004,1,27,0
20871,OPULENT VELVET SET/3 CANDLES,8.42,2,2010-12-14 15:52:00,2010-12-14 15:52:00,1,1,4.21,360,1,1
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,30.0,24,2010-12-01 12:23:00,2010-12-05 16:24:00,3,7,1.25,369,3,1
20886,BOX OF 9 PEBBLE CANDLES,986.23,485,2010-12-03 11:27:00,2011-11-07 12:06:00,87,103,2.0334639175257734,33,87,0
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,2010-12-07 15:28:00,2010-12-21 15:19:00,3,3,22.305,353,3,1
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,609.02,268,2010-12-02 10:17:00,2011-12-04 12:13:00,26,26,2.272462686567164,6,26,0
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71000000000001,33,2010-12-02 13:49:00,2011-12-01 08:51:00,14,15,3.2942424242424244,9,14,0
20897,VINTAGE NOTEBOOK PARIS DAYS,298.27,107,2010-12-06 11:10:00,2011-08-30 10:29:00,23,24,2.7875700934579437,102,23,0
20898,VINTAGE NOTEBOOK TRAVELOGUE,105.73,38,2011-01-27 15:51:00,2011-10-23 13:49:00,12,13,2.782368421052632,47,12,0
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,85.13,19,2011-06-07 17:12:00,2011-11-14 14:39:00,11,15,4.480526315789473,25,11,0
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,686.86,112,2010-12-01 14:03:00,2011-08-10 16:51:00,45,56,6.132678571428571,121,45,0
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,441.89,82,2010-12-06 11:10:00,2011-10-23 13:49:00,46,56,5.38890243902439,47,46,0
20906,VINTAGE NOTEBOOK BEAUTY GIRL,8.850000000000001,3,2010-12-08 13:23:00,2011-04-03 15:07:00,2,2,2.9500000000000006,250,2,1
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,2010-12-03 14:35:00,2010-12-16 11:53:00,3,3,6.35,359,3,1
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18357.75,6361,2010-12-01 11:32:00,2011-12-09 10:03:00,282,880,2.885984908033328,1,282,2
20931,BLUE POT PLANT CANDLE ,1060.9,299,2010-12-01 17:06:00,2011-12-09 10:03:00,56,68,3.548160535117057,1,56,0
20932,PINK POT PLANT CANDLE,628.7900000000001,204,2010-12-10 09:51:00,2011-12-08 16:30:00,32,35,3.0823039215686276,1,32,0
20933,YELLOW POT PLANT CANDLE,71.05,23,2011-01-05 15:56:00,2011-12-08 11:15:00,8,9,3.0891304347826085,2,8,0
20934,SET/3 POT PLANT CANDLES,424.46000000000004,68,2010-12-17 16:59:00,2011-11-04 14:54:00,30,32,6.242058823529412,35,30,0
20935,ROUND CACTUS CANDLE,17.700000000000003,6,2011-09-23 13:48:00,2011-11-16 16:08:00,4,4,2.9500000000000006,23,4,0
20936,FORKED CACTUS CANDLE,319.66,100,2010-12-05 11:12:00,2011-12-09 11:34:00,31,34,3.1966,1,31,0
20941,FROG CANDLE,83.78,64,2010-12-03 11:13:00,2011-07-06 15:15:00,17,19,1.3090625,156,17,1
20954,*USB Office Mirror Ball,16.94,2,2010-12-17 14:54:00,2010-12-17 17:08:00,1,2,8.47,357,1,1
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1146.52,822,2010-12-01 14:32:00,2011-12-06 17:23:00,78,101,1.3947931873479318,3,78,0
20960,WATERMELON BATH SPONGE,72.49,29,2010-12-03 14:27:00,2011-03-07 10:12:00,10,10,2.4996551724137928,278,10,1
20961,STRAWBERRY BATH SPONGE ,1745.43,1232,2010-12-01 11:21:00,2011-12-09 10:26:00,143,228,1.41674512987013,1,143,0
20963,APPLE BATH SPONGE,1911.17,1336,2010-12-01 11:21:00,2011-12-09 10:26:00,143,229,1.4305164670658683,1,143,0
20964,POLYESTER FILLER PAD 60x40cm,5.1,2,2011-05-06 11:36:00,2011-05-06 11:36:00,1,1,2.55,218,1,1
20966,SANDWICH BATH SPONGE,1022.8,719,2010-12-01 11:21:00,2011-08-24 10:22:00,53,97,1.422531293463143,108,53,0
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1027.94,265,2010-12-02 11:35:00,2011-10-26 14:42:00,52,83,3.8790188679245285,44,52,0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7229.43,1960,2010-12-01 14:32:00,2011-12-08 16:30:00,172,305,3.6884846938775513,1,172,0
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4232.13,1116,2010-12-01 17:06:00,2011-12-09 10:03:00,153,262,3.792231182795699,1,153,0
20971,PINK BLUE FELT CRAFT TRINKET BOX,13828.1,10993,2010-12-01 14:32:00,2011-12-09 10:03:00,234,522,1.2579004821249886,1,234,2
20972,PINK CREAM FELT CRAFT TRINKET BOX ,9128.06,7337,2010-12-01 12:49:00,2011-12-09 10:03:00,244,616,1.2441133978465313,1,244,2
20973,12 PENCIL SMALL TUBE WOODLAND,3210.27,4497,2010-12-01 12:54:00,2011-12-09 10:03:00,146,355,0.7138692461641094,1,146,0
20974,12 PENCILS SMALL TUBE SKULL,4527.43,6976,2010-12-01 12:54:00,2011-12-09 12:20:00,200,355,0.6490008600917432,1,200,2
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4383.27,6633,2010-12-01 14:32:00,2011-12-08 13:50:00,165,362,0.6608276797829037,1,165,2
20977,36 PENCILS TUBE WOODLAND,2328.64,1739,2010-12-01 12:27:00,2011-11-07 17:42:00,127,185,1.33906843013226,32,127,0
20978,36 PENCILS TUBE SKULLS,2395.05,1795,2010-12-01 16:57:00,2011-12-09 10:03:00,160,263,1.3342896935933148,1,160,0
20979,36 PENCILS TUBE RED RETROSPOT,4723.7300000000005,3734,2010-12-01 12:27:00,2011-12-09 10:03:00,194,325,1.2650589180503482,1,194,2
20980,36 PENCILS TUBE POSY,76.91,79,2010-12-05 13:05:00,2011-08-08 14:53:00,17,20,0.9735443037974683,123,17,1
20981,12 PENCILS TALL TUBE WOODLAND,1740.57,1974,2010-12-01 14:32:00,2011-12-09 08:59:00,148,249,0.8817477203647416,1,148,0
20982,12 PENCILS TALL TUBE SKULLS,1880.6699999999998,2151,2010-12-01 11:41:00,2011-12-09 10:03:00,142,256,0.874323570432357,1,142,0
20983,12 PENCILS TALL TUBE RED RETROSPOT,2374.81,2737,2010-12-02 11:41:00,2011-12-09 10:03:00,162,268,0.8676689806357325,1,162,0
20984,12 PENCILS TALL TUBE POSY,1166.07,3785,2010-12-02 13:32:00,2011-10-17 12:50:00,100,170,0.30807661822985466,54,100,0
20985,HEART CALCULATOR,1540.59,1179,2010-12-05 15:12:00,2011-12-09 10:03:00,99,131,1.3066921119592874,1,99,0
20986,BLUE CALCULATOR RULER,829.74,654,2010-12-02 12:16:00,2011-12-09 10:03:00,81,113,1.2687155963302752,1,81,0
20992,JAZZ HEARTS PURSE NOTEBOOK,1944.6299999999999,4425,2010-12-01 11:21:00,2011-12-08 13:50:00,159,277,0.439464406779661,1,159,0
20996,JAZZ HEARTS ADDRESS BOOK,726.8900000000001,3191,2010-12-01 14:32:00,2011-12-08 19:24:00,141,225,0.22779379504857414,1,141,0
20997,ROSE DU SUD CUSHION COVER ,257.61,59,2011-04-19 15:37:00,2011-12-08 09:28:00,31,34,4.366271186440678,2,31,0
20998,ROSE DU SUD OVEN GLOVE,505.20000000000005,185,2010-12-03 11:35:00,2011-10-14 13:54:00,60,69,2.730810810810811,56,60,0
21000,ROSE DU SUD COSMETICS BAG,360.84,96,2010-12-01 14:32:00,2011-12-09 10:03:00,46,52,3.7587499999999996,1,46,0
21001,ROSE DU SUD WASHBAG ,348.19,73,2010-12-06 16:57:00,2011-12-08 09:20:00,41,50,4.76972602739726,2,41,0
21002,ROSE DU SUD DRAWSTRING BAG,428.66,125,2010-12-01 17:06:00,2011-10-23 11:42:00,46,66,3.4292800000000003,48,46,0
21003,ROSE DU SUD CUSHION COVER,460.58,78,2011-01-07 16:32:00,2011-12-08 09:28:00,40,46,5.904871794871795,2,40,0
21009,ETCHED GLASS STAR TREE DECORATION,1.25,1,2010-12-17 17:30:00,2010-12-17 17:30:00,1,1,1.25,357,1,1
21011,GLITTER SNOW PEAR TREE DECORATION,28.999999999999996,20,2010-12-05 10:45:00,2010-12-21 10:35:00,3,3,1.4499999999999997,354,3,1
21012,ANTIQUE ALL GLASS CANDLESTICK,2614.05,1169,2010-12-01 14:32:00,2011-12-09 12:00:00,133,199,2.236142001710864,1,133,0
21014,SWISS CHALET TREE DECORATION ,598.8199999999999,1385,2010-12-01 15:35:00,2011-11-23 13:27:00,72,119,0.43236101083032485,16,72,0
21015,DARK BIRD HOUSE TREE DECORATION,589.55,1483,2010-12-01 17:06:00,2011-12-09 10:03:00,81,142,0.3975387727579231,1,81,0
21018,BIRD BOX CHRISTMAS TREE DECORATION,22.06,24,2010-12-01 15:35:00,2010-12-17 17:30:00,6,6,0.9191666666666666,357,6,1
21025,SPACE FROG,233.52,174,2010-12-02 15:46:00,2011-12-06 16:26:00,46,56,1.3420689655172415,3,46,0
21026,SPACE OWL,315.75,255,2010-12-02 15:46:00,2011-12-09 10:03:00,52,68,1.238235294117647,1,52,0
21027,NINJA RABBIT PINK,187.79,167,2010-12-03 12:01:00,2011-11-21 12:05:00,33,42,1.124491017964072,19,33,0
21028,NINJA RABBIT BLACK,239.24,187,2010-12-06 16:57:00,2011-12-08 16:30:00,49,58,1.2793582887700534,1,49,0
21030,SPACE CADET RED,159.7,131,2010-12-02 15:46:00,2011-11-21 12:05:00,33,33,1.2190839694656488,19,33,0
21031,SPACE CADET BLACK,64.24,52,2010-12-02 15:46:00,2011-11-16 12:18:00,19,19,1.2353846153846153,24,19,0
21032,SPACE CADET WHITE,117.78,97,2010-12-02 15:46:00,2011-11-30 11:48:00,30,30,1.2142268041237114,10,30,0
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4851.73,1932,2010-12-01 09:37:00,2011-09-08 13:53:00,133,300,2.5112474120082813,92,133,0
21034,REX CASH+CARRY JUMBO SHOPPER,1784.1,1878,2010-12-01 11:49:00,2011-12-08 18:42:00,274,871,0.95,1,274,2
21035,SET/2 RED RETROSPOT TEA TOWELS ,8536.85,2599,2010-12-01 08:45:00,2011-12-09 10:03:00,201,394,3.284667179684494,1,201,2
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,2010-12-01 13:21:00,2011-05-04 13:52:00,17,23,1.1266233766233766,219,17,1
21039,RED RETROSPOT SHOPPING BAG,1353.6899999999998,523,2010-12-02 18:08:00,2011-12-06 12:56:00,72,90,2.5883173996175906,3,72,0
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,2010-12-03 15:19:00,2011-03-15 15:37:00,8,8,1.3499999999999999,269,8,1
21041,RED RETROSPOT OVEN GLOVE DOUBLE,3888.98,914,2010-12-01 12:49:00,2011-11-23 14:07:00,153,255,4.254901531728665,16,153,0
21042,RED RETROSPOT APRON ,2199.52,334,2010-12-02 08:52:00,2011-12-08 10:53:00,101,131,6.585389221556886,2,101,0
21043,APRON MODERN VINTAGE COTTON,1139.86,492,2010-12-16 13:02:00,2011-06-07 17:09:00,59,90,2.3167886178861785,185,59,1
21051,RIBBONS PURSE ,377.2,192,2010-12-03 11:36:00,2011-12-08 09:47:00,40,51,1.9645833333333333,2,40,0
21054,NURSE'S BAG SOFT TOY,634.53,70,2010-12-03 15:10:00,2011-11-14 12:45:00,27,29,9.064714285714285,26,27,0
21055,TOOL BOX SOFT TOY ,1764.6399999999999,178,2010-12-01 14:05:00,2011-12-08 19:57:00,78,105,9.913707865168538,1,78,0
21056,DOCTOR'S BAG SOFT TOY,1765.3999999999999,184,2010-12-01 14:05:00,2011-12-08 09:28:00,64,72,9.594565217391304,2,64,0
21058,PARTY INVITES WOODLAND,965.66,1154,2010-12-02 10:27:00,2011-12-08 09:28:00,98,122,0.836793760831889,2,98,0
21059,PARTY INVITES DINOSAURS,528.2299999999999,611,2010-12-02 17:12:00,2011-12-08 09:28:00,83,94,0.864533551554828,2,83,0
21060,PARTY INVITES BALLOON GIRL,359.28999999999996,405,2010-12-02 10:27:00,2011-12-05 17:24:00,63,71,0.8871358024691357,4,63,0
21061,PARTY INVITES FOOTBALL,451.7,488,2010-12-01 11:29:00,2011-12-04 14:15:00,74,83,0.9256147540983606,5,74,0
21062,PARTY INVITES SPACEMAN,457.38,538,2010-12-01 11:29:00,2011-12-02 13:20:00,66,74,0.8501486988847583,7,66,0
21063,PARTY INVITES JAZZ HEARTS,458.31,528,2010-12-01 11:29:00,2011-12-06 09:48:00,83,102,0.8680113636363637,4,83,0
21064,BOOM BOX SPEAKER BOYS,1281.2,296,2010-12-02 12:16:00,2011-12-09 10:03:00,68,101,4.328378378378378,1,68,0
21065,BOOM BOX SPEAKER GIRLS,1160.58,562,2010-12-01 11:45:00,2011-12-09 10:03:00,68,90,2.0650889679715303,1,68,0
21066,VINTAGE RED MUG,693.47,702,2010-12-03 11:13:00,2011-12-01 11:53:00,50,54,0.9878490028490029,9,50,0
21067,VINTAGE RED TEATIME MUG,504.15,317,2010-12-01 17:06:00,2011-10-04 13:25:00,60,76,1.590378548895899,66,60,0
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,2010-12-01 09:02:00,2011-12-08 16:30:00,132,198,1.154047619047619,1,132,0
21069,VINTAGE BILLBOARD TEA MUG,2250.52,1949,2010-12-01 14:32:00,2011-08-17 15:05:00,70,86,1.1547049769112365,114,70,0
21070,VINTAGE BILLBOARD MUG ,1184.98,1106,2010-12-01 14:32:00,2011-12-08 16:30:00,84,107,1.0714104882459312,1,84,0
21071,VINTAGE BILLBOARD DRINK ME MUG,1380.28,991,2010-12-01 09:02:00,2011-10-31 14:41:00,119,177,1.3928153380423813,39,119,0
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2531.04,2769,2010-12-03 11:35:00,2011-10-13 14:33:00,166,313,0.9140628385698808,57,166,0
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,11312.56,13202,2010-12-01 10:19:00,2011-12-08 16:30:00,292,986,0.856882290562036,1,292,2
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,143.44,88,2011-01-14 14:28:00,2011-06-28 15:44:00,25,25,1.63,164,25,1
21084,SET/6 COLLAGE PAPER CUPS,773.14,2610,2011-01-07 12:28:00,2011-12-07 12:41:00,115,181,0.2962222222222222,3,115,0
21086,SET/6 RED SPOTTY PAPER CUPS,4851.5,7121,2010-12-01 10:19:00,2011-12-06 14:22:00,220,428,0.6812947619716332,3,220,2
21087,SET/6 POSIES PAPER CUPS,74.57000000000001,141,2011-02-18 16:12:00,2011-04-19 14:49:00,15,16,0.5288652482269504,234,15,1
21088,SET/6 FRUIT SALAD PAPER CUPS,428.28000000000003,1678,2011-01-07 12:28:00,2011-12-08 16:30:00,76,103,0.25523241954707987,1,76,0
21089,SET/6 GREEN SPRING PAPER CUPS,48.99,233,2010-12-06 12:41:00,2011-08-17 14:25:00,22,25,0.21025751072961374,114,22,0
21090,SET/6 COLLAGE PAPER PLATES,1274.1899999999998,2413,2010-12-05 12:42:00,2011-12-07 12:41:00,137,217,0.5280522171570659,3,137,0
21094,SET/6 RED SPOTTY PAPER PLATES,6933.259999999999,8758,2010-12-01 09:37:00,2011-12-08 09:20:00,243,527,0.7916487782598766,2,243,2
21095,SET/6 POSIES PAPER PLATES,118.72999999999999,125,2010-12-03 12:01:00,2011-06-16 19:59:00,13,14,0.9498399999999999,176,13,1
21096,SET/6 FRUIT SALAD  PAPER PLATES,581.09,1259,2011-01-07 12:28:00,2011-12-08 09:20:00,73,105,0.4615488482922955,2,73,0
21098,CHRISTMAS TOILET ROLL,5078.76,3719,2010-12-01 12:49:00,2011-12-09 10:03:00,102,248,1.365625168055929,1,102,0
21100,CHARLIE AND LOLA CHARLOTTE BAG,162.20999999999998,65,2010-12-03 11:28:00,2011-03-22 16:56:00,20,27,2.495538461538461,262,20,1
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,702.51,237,2010-12-01 12:51:00,2011-12-02 16:39:00,48,53,2.9641772151898733,7,48,0
21107,CREAM SLICE FLANNEL PINK SPOT ,2492.71,901,2010-12-01 12:51:00,2011-12-06 16:26:00,77,97,2.766603773584906,3,77,0
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18056.280000000002,10241,2010-12-01 11:21:00,2011-12-09 11:26:00,137,262,1.763136412459721,1,137,2
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2763.2,936,2010-12-01 17:06:00,2011-12-09 11:26:00,67,112,2.952136752136752,1,67,0
21110,LARGE CAKE TOWEL PINK SPOTS,3815.7,1105,2010-12-01 17:06:00,2011-11-25 15:23:00,82,134,3.4531221719457013,14,82,0
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1651.02,900,2010-12-01 12:43:00,2011-12-09 11:26:00,67,94,1.8344666666666667,1,67,0
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2885.13,1359,2010-12-03 11:36:00,2011-12-05 11:58:00,61,82,2.1229801324503312,5,61,0
21114,LAVENDER SCENTED FABRIC HEART,1778.08,1341,2010-12-02 19:18:00,2011-12-04 13:55:00,112,138,1.3259358687546607,5,112,0
21115,ROSE CARAVAN DOORSTOP,3162.24,562,2010-12-01 09:59:00,2011-12-09 10:26:00,114,162,5.626761565836299,1,114,0
21116,OWL DOORSTOP,4051.79,695,2010-12-01 11:45:00,2011-12-05 17:24:00,160,251,5.829913669064748,4,160,0
21117,BLOND DOLL DOORSTOP,141.75,109,2011-01-13 15:11:00,2011-11-23 13:46:00,14,14,1.3004587155963303,16,14,0
